region,category,channel,units,unit_price,discount,revenue,high_value
North,Home,Online,17,91.7053952318258,0.177,1270.89,1
North,Toys,Retail,3,671.8496270427389,0.21,1608.79,0
West,Home,Partner,20,707.878586241865,0.075,12630.05,1
South,Apparel,Online,12,522.6820827628972,0.166,5426.41,0
East,Electronics,Retail,22,782.0470185437723,0.096,15148.32,1
East,Home,Online,13,308.23818428412943,0.166,3215.37,1
West,Grocery,Partner,14,213.8309297901787,0.198,2305.88,1
East,Toys,Online,17,356.7045936735473,0.292,4258.8,1
West,Grocery,Online,20,413.64849276413844,0.137,7359.05,1
West,Electronics,Online,4,688.0962583060821,0.194,2275.17,0
South,Electronics,Partner,13,831.6991403630985,0.173,9236.35,1
West,Home,Partner,1,712.0814624755294,0.095,646.18,0
South,Electronics,Retail,12,187.02805670681744,0.076,2065.26,0
South,Home,Online,20,371.5684014082471,0.296,5183.91,1
South,Grocery,Online,21,172.07716490986687,0.062,3266.58,1
East,Apparel,Retail,7,679.2552315757292,0.237,3746.76,0
South,Home,Partner,10,258.24500308821837,0.044,2468.07,0
North,Toys,Retail,14,524.3714555377729,0.241,5551.94,1
South,Electronics,Online,10,780.156649466897,0.056,7373.62,1
West,Grocery,Retail,5,664.1017039247505,0.29,2413.04,0
South,Apparel,Retail,8,306.4390310385274,0.206,1903.6,0
North,Grocery,Partner,10,339.55208059168723,0.027,3359.32,0
East,Toys,Retail,13,647.2297151389105,0.208,6776.24,1
West,Electronics,Retail,23,547.4890393663463,0.181,10601.45,1
East,Toys,Partner,14,112.53774797124262,0.101,1360.73,0
South,Electronics,Partner,10,859.0319257026043,0.078,7711.43,0
West,Home,Retail,16,512.1087181314836,0.216,6409.01,1
East,Grocery,Retail,19,474.4265726695668,0.222,7209.64,1
North,Grocery,Partner,11,210.50176316697184,0.098,2166.31,0
West,Grocery,Partner,12,381.9140662117158,0.263,3403.28,1
East,Home,Partner,6,339.51186782249516,0.081,1828.96,0
South,Home,Online,21,279.90625551624976,0.021,5609.39,1
South,Apparel,Retail,21,564.7103116609022,0.18,9832.79,1
North,Grocery,Partner,5,463.78434586907076,0.032,2192.65,0
North,Home,Retail,9,873.6297779020806,0.083,7240.69,0
West,Toys,Retail,7,923.6902179652744,0.152,5629.89,0
North,Apparel,Partner,23,230.69449205896723,0.086,4806.91,1
North,Toys,Online,2,116.1012116165221,0.064,215.23,0
East,Apparel,Retail,5,773.9240494282394,0.211,2939.83,0
East,Toys,Retail,8,975.0669474930646,0.164,6392.95,0
West,Electronics,Online,14,849.056067059988,0.252,9032.29,1
West,Electronics,Retail,6,42.749506033985334,0.174,209.5,0
East,Apparel,Partner,13,261.21300867820736,0.145,2824.02,0
East,Home,Online,18,61.608585959613364,0.078,990.21,1
South,Toys,Online,20,807.9482019595199,0.238,11914.24,1
West,Apparel,Online,3,578.1506972406237,0.059,1652.9,0
North,Electronics,Online,4,513.1697995203717,0.073,1919.98,0
North,Apparel,Online,3,552.2718867166665,0.252,1241.13,0
North,Home,Partner,22,262.3532083487275,0.222,4490.55,1
North,Home,Online,16,597.5728343733083,0.184,7585.42,1
West,Toys,Online,13,49.44029932546879,0.012,635.04,0
South,Apparel,Online,19,640.171255012006,0.038,11289.11,1
West,Toys,Retail,15,725.0564769716775,0.15,9559.42,1
South,Toys,Partner,6,666.105213163354,0.224,2991.73,0
West,Toys,Online,13,338.83281757973145,0.139,3769.35,1
East,Home,Partner,17,813.2123985224409,0.005,13205.9,1
South,Grocery,Partner,1,706.9222372327828,0.055,683.33,0
East,Apparel,Partner,15,143.16543000730675,0.177,1720.18,0
South,Toys,Partner,12,207.33845171678243,0.208,2037.53,0
East,Electronics,Partner,2,631.6240766511091,0.01,1204.99,0
East,Electronics,Online,7,297.8394882137851,0.013,2110.58,0
North,Grocery,Partner,11,134.65562378838746,0.078,1382.79,0
South,Home,Retail,9,168.7702334238965,0.025,1451.31,0
West,Toys,Partner,7,178.99249331878462,0.163,1023.75,0
East,Toys,Retail,16,478.67927054564694,0.037,7291.51,1
East,Toys,Partner,10,603.0900352923175,0.194,4988.61,0
South,Apparel,Retail,12,189.34618386023834,0.233,1793.21,0
North,Electronics,Online,20,703.9967459486923,0.291,9723.35,1
East,Electronics,Retail,3,289.7721032014673,0.285,614.27,0
West,Grocery,Retail,9,319.0958128582024,0.082,2581.0,0
West,Apparel,Partner,2,234.55867623114327,0.009,450.86,0
East,Home,Partner,23,773.7978905054633,0.099,16223.28,1
South,Home,Retail,5,941.421279619402,0.213,3658.82,0
North,Electronics,Retail,20,492.799854730969,0.018,9465.96,1
East,Home,Partner,5,60.34941577471251,0.108,277.04,0
North,Electronics,Partner,8,270.1465437684568,0.089,2007.94,0
West,Electronics,Retail,15,171.7282794740922,0.066,2458.6,1
East,Electronics,Online,20,829.0517934579372,0.212,12584.19,1
West,Grocery,Retail,5,101.45982793587694,0.198,420.37,0
East,Home,Partner,6,947.8171910608485,0.161,4799.84,0
East,Grocery,Online,22,584.9732255596409,0.273,9358.91,1
South,Home,Retail,8,517.0301955911967,0.031,3851.09,0
North,Apparel,Retail,6,833.4565975224193,0.045,4927.64,0
East,Toys,Online,18,46.44571643979791,0.115,742.48,1
South,Grocery,Partner,3,766.0666394307292,0.197,1893.46,0
North,Home,Retail,21,131.9398837457759,0.175,2314.3,1
South,Electronics,Partner,22,827.1469749828148,0.022,18219.31,1
North,Apparel,Online,21,528.0091704683473,0.288,8016.65,1
West,Grocery,Partner,8,78.68422626568812,0.092,590.81,0
North,Home,Partner,3,819.9152372492714,0.108,2145.91,0
North,Grocery,Retail,11,46.22155238840158,0.187,403.51,0
North,Home,Retail,9,152.83586517785935,0.284,1001.62,0
East,Electronics,Partner,24,785.9115428735638,0.199,15110.05,1
West,Grocery,Retail,16,466.27627890357536,0.286,5369.0,1
East,Toys,Retail,23,866.1331561806404,0.056,19119.22,1
West,Toys,Online,19,630.0121018794401,0.186,9780.74,1
East,Grocery,Partner,18,618.5876041955917,0.249,8554.52,1
East,Electronics,Partner,3,300.54570188673426,0.153,752.62,0
South,Grocery,Online,2,148.3333026096642,0.109,271.92,0
East,Apparel,Retail,2,942.7254952608153,0.295,1287.52,0
South,Grocery,Online,15,120.60578157765934,0.042,1751.68,0
East,Electronics,Partner,5,527.8501760706249,0.123,2386.86,0
South,Home,Retail,24,281.66584720138906,0.262,4890.16,1
West,Toys,Online,4,273.5750370381965,0.27,787.77,0
North,Electronics,Retail,23,590.8027705307005,0.294,9444.14,1
West,Electronics,Retail,17,786.0167524917141,0.265,9871.77,1
West,Grocery,Retail,3,766.0923035180275,0.015,2248.02,0
West,Electronics,Partner,2,854.0496216258114,0.279,1192.91,0
North,Toys,Partner,10,301.1866283958724,0.128,2708.56,0
West,Grocery,Retail,9,467.12132644647085,0.195,3304.34,0
North,Toys,Partner,8,28.961190291223957,0.118,204.91,0
South,Home,Online,13,736.9833182109109,0.244,7298.01,1
West,Home,Partner,4,310.2493876565917,0.173,988.6,0
West,Toys,Partner,4,559.0337919393791,0.254,1614.2,0
East,Home,Retail,17,182.52827073867266,0.058,3033.31,1
West,Home,Partner,24,806.6235268489554,0.055,18534.99,1
East,Electronics,Online,7,804.5813305071466,0.132,4706.22,0
East,Toys,Retail,23,862.3547981628373,0.001,20280.67,1
South,Toys,Retail,9,64.09951722245393,0.208,457.21,0
East,Toys,Partner,9,972.7603613840132,0.089,7704.62,0
West,Electronics,Online,3,257.86823786210675,0.167,653.73,0
South,Toys,Online,11,317.0563386054555,0.021,3414.2,0
South,Toys,Retail,12,259.36230002282826,0.051,2883.89,0
East,Electronics,Partner,16,276.83139043187106,0.187,3709.83,1
East,Grocery,Retail,4,550.5549018595008,0.092,1966.24,0
West,Home,Retail,5,250.21812253162838,0.064,1150.84,0
North,Home,Online,11,398.02045894438857,0.069,4002.03,0
South,Toys,Partner,2,649.3823191454867,0.064,1241.65,0
East,Home,Retail,4,822.5851554346177,0.187,2719.16,0
East,Home,Retail,16,685.0318402562043,0.05,10748.3,1
West,Apparel,Online,23,590.5499309958303,0.109,11840.09,1
South,Grocery,Retail,14,161.81942003942595,0.206,1839.99,0
East,Grocery,Online,4,803.4709774796313,0.154,2734.83,0
West,Electronics,Retail,24,55.78389247331714,0.179,1082.34,1
East,Toys,Retail,13,273.62399670589,0.075,3168.05,1
East,Electronics,Retail,18,74.77656025468275,0.28,993.83,1
South,Apparel,Partner,5,660.7318165610841,0.124,2834.06,0
East,Grocery,Partner,14,373.6362392897739,0.086,4831.44,1
West,Electronics,Online,2,645.9665438766721,0.271,945.5,0
South,Apparel,Online,16,353.14972093144667,0.197,4357.39,1
North,Apparel,Partner,5,457.5111015675144,0.184,1940.47,0
East,Toys,Retail,22,459.6425697595336,0.266,7608.95,1
West,Home,Online,2,63.75742752084282,0.018,125.08,0
South,Home,Partner,16,433.0174652921634,0.251,5264.15,1
West,Grocery,Partner,4,635.4217885905946,0.203,2021.93,0
North,Home,Retail,17,544.2101562324165,0.108,8413.88,1
North,Toys,Partner,12,92.27241562715577,0.077,992.11,0
North,Electronics,Online,24,661.3337462592789,0.031,15313.97,1
East,Apparel,Partner,16,316.50824471865053,0.282,3588.21,1
South,Grocery,Retail,9,33.85741066786121,0.043,290.67,0
South,Grocery,Online,3,169.3717348008754,0.078,466.63,0
East,Toys,Partner,15,497.6572710238971,0.207,5750.61,1
South,Apparel,Retail,11,317.98559266886593,0.213,2857.74,0
South,Electronics,Partner,2,686.6076932034088,0.048,1256.63,0
North,Grocery,Retail,14,251.02733654313386,0.244,2552.74,0
West,Toys,Partner,6,761.8843217361618,0.153,3832.69,0
West,Apparel,Online,6,295.0180941382207,0.255,1331.43,0
South,Home,Retail,1,616.029159281039,0.026,584.64,0
East,Toys,Retail,9,787.247725041133,0.013,7011.69,0
South,Home,Partner,6,390.1338834979989,0.191,1927.46,0
South,Grocery,Retail,2,64.93274414285165,0.045,119.99,0
North,Electronics,Online,11,534.0277002165257,0.157,5143.95,1
West,Apparel,Retail,6,975.5926990827203,0.004,5753.98,0
North,Electronics,Partner,4,950.232191721837,0.234,2944.68,0
East,Toys,Online,12,232.18130618640149,0.27,1970.57,0
South,Toys,Partner,2,745.4686490472823,0.252,1133.91,0
West,Grocery,Retail,24,351.1537585472633,0.288,6163.95,1
East,Home,Retail,12,173.86158097576782,0.271,1472.91,0
South,Electronics,Online,24,659.2781125783936,0.133,13307.66,1
North,Home,Online,22,500.8339803456982,0.12,9526.31,1
North,Electronics,Partner,24,537.6613353494502,0.269,9064.43,1
East,Toys,Partner,14,814.2969557460881,0.278,8550.97,1
South,Toys,Partner,11,343.08192885192614,0.292,2692.95,0
North,Grocery,Retail,18,660.4109691734365,0.23,9232.08,1
South,Apparel,Retail,2,371.54380828412025,0.061,723.38,0
South,Apparel,Partner,21,61.01494071721202,0.283,943.1,1
East,Electronics,Online,8,382.89450304289494,0.284,2248.36,0
East,Home,Partner,1,932.0330846759692,0.2,736.05,0
South,Home,Online,6,483.93198280488036,0.257,2128.87,0
North,Toys,Retail,6,123.90121936339344,0.168,608.21,0
West,Toys,Online,1,680.3137562011768,0.283,481.8,0
West,Electronics,Partner,17,944.8441757297804,0.028,15449.62,1
North,Apparel,Online,3,891.6274366824869,0.259,1925.0,0
South,Home,Retail,21,569.0824042958131,0.017,11612.19,1
East,Apparel,Retail,11,381.22951457459,0.102,3749.74,0
North,Electronics,Partner,18,577.4505617688708,0.041,9815.92,1
South,Grocery,Partner,9,803.2938197112795,0.144,6022.89,0
West,Toys,Partner,4,846.7878483377161,0.07,3118.15,0
West,Home,Retail,5,806.0901295447436,0.286,2873.35,0
